Confirmed,UPC,Brand,Product Name,Size,Type,Concentration,Gender,Country of Origin,Li (Free/None),,Total Products with UPC: 5418
FALSE,3351500020416,Azzaro,CHROME EDT SP NEW PACKLI FREE,199.9ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3614274258080,Azzaro,PARFUM SP,50.0ml,SP,Elixir,M,FR,Contains,,
FALSE,3614274258073,Azzaro,PARFUM SP,100.0ml,SP,Elixir,M,FR,Contains,,
FALSE,8011530005436,Azzaro,INTENSE EDP SP LI FREE,97.6ml,SP,Parfum Intense,M,FR,Free,,
FALSE,3351500002702,Azzaro,WANTED EDT SP LI FREE,100.0ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3351500980802,Azzaro,AZZARO REFILLABLELI,50.3ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,3349668022304,Azzaro,AZZARO REFILLABLELI,50.3ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,3351500011476,Azzaro,AZZARO NEWLI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3351500011469,Azzaro,AZZARO NEW PACKLI FREE,201.1ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,840797139251,Banana Republic,CLASSIC EDT SP NEW,124.2ml,SP,Eau de Toilette,M,US,Contains,,
FALSE,607193002004,Ltl,BARON BY LTL,133.1ml,SP,Unknown,M,US,Contains,,
FALSE,7640111497394,Bentley,BENTLEY LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,8719179433367,The Master Perfumer,N12 EDT SP SR,29.6ml,SP,Eau de Toilette,M,EU,Contains,,
FALSE,843711244901,,BLOOM EDP SP,100.5ml,SP,Eau de Parfum,M,FR,Contains,,
FALSE,8018365260757,Versace,JEANS EDT SP VERSACELI FREE,73.9ml,SP,Eau de Toilette,M,IT,Free,,
FALSE,0089006,The Master Perfumer,N25 EDT SP SR,29.6ml,SP,Eau de Toilette,M,EU,Contains,,
FALSE,888874008441,Bond No 9,BOND9 PLACE EDP SP,97.6ml,SP,Eau de Parfum,M,US,Contains,,
FALSE,888874007918,Bond No. 9,BOND9 NIGHTS EDP SP LI FREE,97.6ml,SP,Eau de Parfum,M,US,Free,,
FALSE,098691021701,Liz Claiborne,EDC SP LI FREE,100.5ml,SP,Unknown,M,US,Free,,
FALSE,737052766775,Hugo Boss,6 BOTTLED UNLIMITED EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3614229828535,Hugo Boss,6 BOTTLED EDP SP LI FREE,97.6ml,SP,Eau de Parfum,M,ES,Free,,
FALSE,3614228220903,Hugo Boss,INFINITE EDP SP,47.3ml,SP,Eau de Parfum,M,ES,Contains,,
FALSE,737052352060,Gucci,NIGHT EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3616305160584,Boss,PARFUM INTENSE SP,97.6ml,SP,Elixir,M,ES,Contains,,
FALSE,737052351018,Hugo Boss,6 EDT SP NPLI FREE,47.3ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,737052351018,Hugo Boss,6 EDT SP NEW PACKLI FREE,47.3ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,737052351100,Hugo Boss,6 EDT SP NPLI FREE,97.6ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3616305040473,Hugo Boss,SCENT EDT SP REFILLABLE,47.3ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,3614229379488,Bottega Veneta,NU EDT SP LI FREE,47.3ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3386460066136,Boucheron,QUATRE EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3386460036429,Boucheron,BOUCHERON LI FREE,100.5ml,SP,Eau de Parfum,M,FR,Free,,
FALSE,3386460036405,Boucheron,BOUCHERON LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,7640171194325,Lalique,BRIONI LI FREE,100.5ml,SP,Eau de Parfum,M,FR,Free,,
FALSE,827755000648,Faberge Co.,RESERVE EDC SP LI FREE,100.5ml,SP,Unknown,M,MX,Free,,
FALSE,3614228837996,Burberry,HERO EDP SP,147.9ml,SP,Eau de Parfum,M,ES,None,,
FALSE,3614229820805,Burberry,HERO EDT SP,147.9ml,SP,Eau de Toilette,M,ES,None,,
FALSE,3614227748729,Burberry,TOUCH EDT SP LI FREE,47.3ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3614227748682,Burberry,TOUCH EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3614227748484,Burberry,WEEKEND EDT SP NEW PACKLI FREE,47.3ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3614226905161,Burberry,BRIT EDT SP NEW PACKLI FREE,47.3ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3614226905154,Burberry,BRIT EDT SP NEWPACKLI FREE,100.5ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3614226905789,Burberry,BURBERRYS LI FREE,47.3ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,783320411946,Bvlgari,ESSENCE EDP SP LI FREE,100.5ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,783320419485,Bvlgari,ESSENCE EDP SP LI FREE,59.1ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,783320419461,Bvlgari,ESSENCE EDP SP LI FREE,100.5ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,783320419485,Bvlgari,ESSENCEMEDP SP,59.1ml,SP,Eau de Parfum,M,IT,Contains,,
FALSE,783320419461,Bvlgari,ESSENCEMEDP SP LI FREE,100.5ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,783320416118,Bvlgari,ESSENCE EDP SP LI FREE,59.1ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,783320416101,Bvlgari,ESSENCE EDP SP LI FREE,100.5ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,783320416118,Bvlgari,ESSENCEMEDP SP LI FREE,59.1ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,783320416101,Bvlgari,ESSENCEMEDP SP LI FREE,100.5ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,783320461002,Bvlgari,ESSENCEMEDP SP LI FREE,100.5ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,783320831096,Bvlgari,BVLGARIM,50.3ml,SP,Eau de Toilette,M,IT,Contains,,
FALSE,3614229656145,Calvin Klein,EVERYONE EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,088300196920,Calvin Klein,-IN-TWO-U EDT SP SCLI,50.3ml,SP,Eau de Toilette,M,ES,Contains,,
FALSE,088300196937,Calvin Klein,-IN-TWO-U EDT SP SCLI FREE,147.9ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,031655644851,Calvin Klein,MAN EDT SP SCLI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3616303463359,Calvin Klein,REFLECTIONS EDT SP SCLI FREE,97.6ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,088300107438,Calvin Klein,ONE EDT SP,198.1ml,SP,Eau de Toilette,M,ES,Contains,,
FALSE,088300107438,Calvin Klein,ONE EDT SP NEW PACKLI FREE,198.1ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3607342401341,Calvin Klein,SHOCK EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,8411061002865,Carolina Herrera,BAD BOY LE EDP SP LI FREE,150.8ml,SP,Parfum,M,ES,Free,,
FALSE,8411061057209,Carolina Herrera,BAD BOY EDP EXTREME SP ONLY USA,150.8ml,SP,Eau de Parfum,M,ES,Contains,,
FALSE,8411061982068,Carolina Herrera,BAD BOY EDT SP ONLY USA,150.8ml,SP,Eau de Toilette,M,ES,Contains,,
FALSE,8411061067932,Carolina Herrera,CH EDT SP USA ONLY,50.3ml,SP,Eau de Toilette,M,ES,Contains,,
FALSE,8411061081600,Carolina Herrera,EDT SP NEW PACKONLY USALI FREE,100.5ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,8411061607275,Carolina Herrera,EDT SP NEW PACKONLY USALI FREE,201.1ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,8719179203434,Kruidvat,SHINE FIGHTING THE WAVES EDT SR,50.3ml,NA,Eau de Toilette,M,EU,None,,
FALSE,5425039221267,Chic N Glam,N GLAM VOLUME BLACK EDP SP LI FREE,97.6ml,SP,Eau de Parfum,M,FR,Free,,
FALSE,5425039220888,Chic N Glam,N GLAM VOLUME EDP SP LI FREE,97.6ml,SP,Eau de Parfum,M,FR,Free,,
FALSE,8411061954331,Carolina Herrera,CHIC NEW PACKONLY USALI FREE,59.1ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,8411061954966,Carolina Herrera,CHIC NEWPACKONLY USALI FREE,100.5ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,098691008719,Liz Claiborne,SPORT EDC SP LI FREE,97.6ml,SP,Unknown,M,US,Free,,
FALSE,020714080303,Clinique,HAPPY EDC SP LI FREE,50.3ml,SP,Unknown,M,CH,Free,,
FALSE,020714080310,Clinique,HAPPY EDC SP LI FREE,100.5ml,SP,Unknown,M,CH,Free,,
FALSE,715387003017,United Colors Of Benetton,EDT SP,100.5ml,SP,Eau de Toilette,M,IT,Contains,,
FALSE,3605473198185,United Colors Of Benetton,EDT SP WHITE BOX,100.5ml,SP,Eau de Toilette,M,IT,Contains,,
FALSE,088300000319,Calvin Klein,CONTRADICTION LI FREE,100.5ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3414202000510,Davidoff,WATER EDT SP WITH CELLOLI FREE,38.4ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3414202000572,Davidoff,WATER EDT SP WITH CELLOLI FREE,124.2ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3607342359789,Davidoff,WATER EDT SP WITH CELLOLI FREE,198.1ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5060524511647,Cristiano Ronaldo,CR7 FEARLESS BODY SPRAYLI FREE,201.1ml,SP,BODYSPRAY,M,AE,Free,,
FALSE,5060524511357,Cristiano Ronaldo,CR7 FEARLESS EDT SP LI FREE,29.6ml,SP,Eau de Toilette,M,GB,Free,,
FALSE,5060524511340,Cristiano Ronaldo,CR7 FEARLESS EDT SP LI FREE,50.3ml,SP,Eau de Toilette,M,GB,Free,,
FALSE,5060524511333,Cristiano Ronaldo,CR7 FEARLESS EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,GB,Free,,
FALSE,5060524510893,Cristiano Ronaldo,CR7 GAME ON EDT SP ONLY USALI FREE,50.3ml,SP,Eau de Toilette,M,UK,Free,,
FALSE,5060524510909,Cristiano Ronaldo,CR7 GAME ON EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,GB,Free,,
FALSE,5060524511166,Cristiano Ronaldo,CR7 ORIGINS EDT LI FREE,29.6ml,NA,Eau de Toilette,M,IT,Free,,
FALSE,5060524511159,Cristiano Ronaldo,CR7 ORIGINS EDT LI FREE,50.3ml,NA,Eau de Toilette,M,IT,Free,,
FALSE,5060524511159,Cristiano Ronaldo,CR7 ORIGINS EDT LI FREE,50.3ml,NA,Eau de Toilette,M,UK,Free,,
FALSE,5060524511142,Cristiano Ronaldo,CR7 ORIGINS EDT LI FREE,100.5ml,NA,Eau de Toilette,M,UK,Free,,
FALSE,5060524510732,Cristiano Ronaldo,CR7 PLAY IT COOL EDT SP ONLY USALI FREE,50.3ml,SP,Eau de Toilette,M,UK,Free,,
FALSE,5060524510022,Cristiano Ronaldo,CR7 EDT SP LI FREE,29.6ml,SP,Eau de Toilette,M,GB,Free,,
FALSE,5060524510015,Cristiano Ronaldo,CR7 EDT SP LI FREE,50.3ml,SP,Eau de Toilette,M,GB,Free,,
FALSE,5060524510008,Cristiano Ronaldo,CR7 EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,GB,Free,,
FALSE,5060524511500,Cristiano Ronaldo,DISCOVER EDT SP LI FREE,50.3ml,SP,Eau de Toilette,M,UK,Free,,
FALSE,5060524511494,Cristiano Ronaldo,DISCOVER EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,UK,Free,,
FALSE,5425039223711,Cuba,ALTUS EDT SP NEW,97.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425039222035,Cuba,BOLD EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222035,Cuba,BOLDMEDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222820,Cuba,CITRUS EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222028,Cuba,DARK EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222028,Cuba,DARKMEDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222042,Cuba,FLAME EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222042,Cuba,FLAMEMEDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732150,Cuba,BLACK EDT SP LI,34.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425017732402,Cuba,BLACK EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732396,Cuba,BLUE EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017736349,Cuba,BRAZIL EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017736370,Cuba,BRAZIL EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732853,Cuba,CARNAVAL EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732181,Cuba,BROWN EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017736240,Cuba,BROWN EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017733607,Cuba,HOLLYWOOD EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017733621,Cuba,VEGAS EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017735946,Cuba,VEGAS EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017733638,Cuba,MIAMI EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017733614,Cuba,NEWYORK EDT SP LI,34.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425017732839,Cuba,CABANA EDT SP LI,34.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425017735953,Cuba,CABANA EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222844,Cuba,FIERCE EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732112,Cuba,GOLD EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732389,Cuba,GOLD EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732174,Cuba,GREEN EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732174,Cuba,GREEN EDT SP LI,34.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425017736264,Cuba,GREEN EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732167,Cuba,GREY EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017736233,Cuba,GREY EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222691,Cuba,HOT EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017731962,Cuba,GOLD EDT SP LI FREE,127.2ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017731986,Cuba,REDMEDT SP LI FREE,127.2ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732891,Cuba,CACTUS EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222103,Cuba,MILESTONE EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732877,Cuba,MAYA EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017732143,Cuba,ORANGE EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017736257,Cuba,ORANGE EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039223742,Cuba,OUD EDT SP NEW,97.6ml,SP,Eau de Toilette,M,FR,None,,
FALSE,5425017735984,Cuba,BLACK EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017735748,Cuba,BLACK EDT SP LI FREE,88.7ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017735892,Cuba,CLASSIC EDT SP LI,34.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425017733508,Cuba,CLASSIC EDT SP LI FREE,88.7ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039223667,Cuba,EDT SP NEW,88.7ml,SP,Elixir,M,FR,Contains,,
FALSE,5425017735977,Cuba,LEGACY EDT SP LI,34.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425017735861,Cuba,LEGACY EDT SP LI FREE,88.7ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039223650,Cuba,OUD EDT SP NEW,88.7ml,SP,Eau de Toilette,M,FR,None,,
FALSE,5425017735991,Cuba,PLATINUM EDT SP LI,34.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425017735755,Cuba,PLATINUM EDT SP LI FREE,88.7ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017735755,Cuba,PLATINUMMEDT SP LI,88.7ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425017732136,Cuba,RED EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,843711237972,Cuba,RED EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017734192,Cuba,REDMEDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222721,Cuba,FORTUNE EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222707,Cuba,FORTUNE EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017736363,Cuba,ROYAL EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039220604,Cuba,SHADOW EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222158,Cuba,SIGNATURE EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222158,Cuba,SIGNATUREMEDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017736400,Cuba,BLUE EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039222141,Cuba,SILVER EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425039220574,Cuba,VIP EDT SP LI,34.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,5425039220567,Cuba,VIP EDT SP LI FREE,97.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017736356,Cuba,HEART EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017736295,Cuba,HEART EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017735168,Cuba,WINNER EDT SP LI FREE,34.6ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,5425017735168,Cuba,WINNER EDT SP LI,34.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,719346134873,Liz Claiborne,EDC SP,73.9ml,SP,Unknown,M,US,None,,
FALSE,719346134866,Liz Claiborne,EDC SP LI FREE,124.2ml,SP,Unknown,M,US,Free,,
FALSE,098691041808,Liz Claiborne,EDC SP LI FREE,201.1ml,SP,Unknown,M,US,Free,,
FALSE,719346180726,Liz Claiborne,BLACK EDC SP LI FREE,124.2ml,SP,Unknown,M,US,Free,,
FALSE,098691037603,Liz Claiborne,CHILL EDC SP LI FREE,124.2ml,SP,Unknown,M,US,Free,,
FALSE,098691046254,Liz Claiborne,CONNECT EDC SP LI FREE,124.2ml,SP,Unknown,M,US,Free,,
FALSE,098691029189,Liz Claiborne,CRUSH EDC SP LI FREE,73.9ml,SP,Unknown,M,US,Free,,
FALSE,098691026249,Liz Claiborne,CRUSH EDC SP  LI FREE,124.2ml,SP,Unknown,M,US,Free,,
FALSE,719346263443,Liz Claiborne,WOODS EDC SP LI FREE,124.2ml,SP,Unknown,M,US,Free,,
FALSE,719346617291,Liz Claiborne,SPORT EDC SP LI,73.9ml,SP,Unknown,M,US,Contains,,
FALSE,719346617307,Liz Claiborne,SPORT EDC SP LI FREE,124.2ml,SP,Unknown,M,US,Free,,
FALSE,098691030482,Liz Claiborne,WAVE EDC SP LI FREE,124.2ml,SP,Unknown,M,US,Free,,
FALSE,3616304892806,David Beckham,INSTINCT EDP SP,73.9ml,SP,Eau de Parfum,M,ES,Contains,,
FALSE,3616304892820,David Beckham,INSTINCT TEDP SP NO CAPBOX,73.9ml,SP,Eau de Parfum,M,ES,None,,
FALSE,3616304895685,David Beckham,INSTINCT EDP SP,73.9ml,SP,Eau de Parfum,M,ES,None,,
FALSE,3614220080499,David Beckham,HORIZON EDT SP,124.2ml,SP,Eau de Toilette,M,FR,None,,
FALSE,3607341186805,David Beckham,GAME EDT SP SCLI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,085715801555,Alfred Dunhill,LONDON EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,US,Free,,
FALSE,085715801067,Alfred Dunhill,LONDON EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,US,Free,,
FALSE,085715801128,Alfred Dunhill,LONDON EDT SP LI FREE,147.9ml,SP,Eau de Toilette,M,US,Free,,
FALSE,752084307611,Dis Lui,SPORT EDP SP LI FREE,100.5ml,SP,Eau de Parfum,M,US,Free,,
FALSE,752084301794,Dis Lui,LUI EDP SP LI FREE,100.5ml,SP,Eau de Parfum,M,US,Free,,
FALSE,763511101238,Donna Karan,DKNY LI FREE,100.5ml,SP,Eau de Toilette,M,IT,Free,,
FALSE,8057971183937,Dolce&Gabbana,GABBANA K EDP SP LI FREE,198.1ml,SP,Eau de Parfum,M,IT,Free,,
FALSE,8054754401059,Doolce&Gabbana,DOLCE DEVOTION EDP SP,97.6ml,SP,Eau de Parfum,M,IT,Contains,,
FALSE,8057971188727,Dolce&Gabbana,DOLCE INTENSE EDP SP LI FREE,97.6ml,SP,Parfum Intense,M,IT,Free,,
FALSE,8057971181568,Dolce&Gabbana,DOLCE INTENSE EDP SP LI FREE,97.6ml,SP,Parfum Intense,M,IT,Free,,
FALSE,8057971180516,Dolce&Gabbana,DOLCE ONE EDT SP NEW PACKLI FREE,147.9ml,SP,Eau de Toilette,M,IT,Free,,
FALSE,8719214750589,Next Generation Perfumes,DOMINATIO SR,79.8ml,SP,Eau de Toilette,M,NL,None,,
FALSE,3614273474641,Guy Laroche,INTENSE EDP SP,100.5ml,SP,Parfum Intense,M,FR,None,,
FALSE,3360372009443,Guy Laroche,NOIR EDT SP LI FREE,50.3ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3360372009436,Guy Laroche,NOIR EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3360372009436,Guy Laroche,NOIR EDT SP LI FREENEW PACK,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3360372017332,Guy Laroche,NOIR EDT SP LI FREE,198.1ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3360372017332,Guy Laroche,NOIR EDT SP ONLY USA,198.1ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,3760060762160,Dumont,GRAVITY EDP SP,84.9ml,SP,Eau de Parfum,M,FR,None,,
FALSE,3760060762177,Dumont,OUD EDP SP,84.9ml,SP,Eau de Parfum,M,FR,Contains,,
FALSE,3760060762191,Dumont,PERLADOR EDP SP,84.9ml,SP,Eau de Parfum,M,FR,Contains,,
FALSE,3760060763426,Dumont,SILAGE EDP SP,84.9ml,SP,Eau de Parfum,M,FR,Contains,,
FALSE,3760060762207,Dumont,SPIRITUS EDP SP,84.9ml,SP,Eau de Parfum,M,FR,None,,
FALSE,3770004268207,Dumont,BLACK EDP SP,100.5ml,SP,Eau de Parfum,M,FR,Contains,,
FALSE,3760060764164,Dumont,INTENSE EDP SP,100.5ml,SP,Parfum Intense,M,FR,None,,
FALSE,3760060764171,Dumont,WHITE EDP SP,100.5ml,SP,Eau de Parfum,M,FR,None,,
FALSE,3770004268191,Dumont,NITRO EDP SP,100.5ml,SP,Eau de Parfum,M,FR,None,,
FALSE,3348900321861,Christian Dior,DUNE,100.5ml,SP,Eau de Toilette,M,FR,None,,
FALSE,085715806352,Alfred Dunhill,BLUE EDP SP,100.5ml,SP,Eau de Parfum,M,US,Contains,,
FALSE,6295325565688,Dyrose,WATAN EDP SP LI FREE,100.5ml,SP,Eau de Parfum,M,AE,Free,,
FALSE,3346132004903,Hermes,NOIRMEDC SP HERMESLI FREE,97.6ml,SP,Unknown,M,FR,Free,,
FALSE,3346130410423,Hermes,DORANGE VERTEMEDC SP BY HERMESLI FREE,100.5ml,SP,Unknown,M,FR,Free,,
FALSE,094922190123,Christian Audigier,HEARTSDAGGERS EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,US,Free,,
FALSE,719346248136,Christian Audigier,INK EDP SP LI FREE,29.6ml,SP,Eau de Parfum,M,US,Free,,
FALSE,094922794642,Christian Audigier,ED HARDY EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,US,Free,,
FALSE,3605520381096,Giorgio Armani,DIAMONDS EDT SP LI FREE,73.9ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3605520381096,Giorgio Armani,DIAMONDSMEDT SP,73.9ml,SP,Eau de Toilette,M,FR,None,,
FALSE,3614272225718,Giorgio Armani,EMPORIO ARMANI STRONGER WITH YOU INTENSELYMEDP SP LI FREE,97.6ml,SP,Eau de Parfum,M,FR,Free,,
FALSE,3605522040588,Emporio Armani,YOUMEDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3360372061816,Giorgio Armani,ARMANI EDT SP LI,29.6ml,SP,Eau de Toilette,M,FR,Contains,,
FALSE,730870263075,Escada,SENTIMENT EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,GB,Free,,
FALSE,088300100514,Calvin Klein,ESCAPE LI FREE,100.5ml,SP,Eau de Toilette,M,ES,Free,,
FALSE,3614224871284,Calvin Klein,AIR EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3614225670435,Calvin Klein,FLAME EDT SP LI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,088300605514,Calvin Klein,ETERNITY NEW PACKLI FREE,100.5ml,SP,Eau de Toilette,M,FR,Free,,
FALSE,3607341471727,Calvin Klein,ETERNITY NEW PACKLI FREE,198.1ml,SP,Eau de Toilette,M,FR,Free,,
